"Lon"	"Lat"	"Site"	"Detected"	"Bathy"	"gBathy"	"Iso200"	"Beaufort"	"Subj"	"Effort_km"	"Year"
-1.7	43.9	572	0	-109.3	0.216712696338072	21418.9735076237	3	1	22.29736581223	2012
-1.7	44.1	573	0	-92.9327731092437	0.138028618777875	26721.1576112678	2	1	18.5093262891107	2012
-1.7	44.3	574	0	-111.697916666667	0.427543272923989	22192.7005915454	3	0	15.9405329613555	2012
-1.7	44.5	575	0	-75.0294117647059	0.264072244570536	26618.0857156597	4	1	20.3918899714474	2012
-1.7	44.7	576	0	-84.8725490196078	0.297241293706511	23373.90729253	4	1	21.2766991679843	2012
-1.7	44.9	577	0	-78.8805031446541	0.491967502817418	28944.6719321309	3	1	71.9076591394003	2012
-1.7	45.1	578	0	-58.808	0.247079420179129	40017.9179191767	4	1	33.9001129398603	2012
-1.7	45.3	579	0	-56.8315789473684	0.128928348232518	58322.3381715514	3	1	38.8369353000991	2012
-1.7	45.5	580	0	-44.2477064220183	0.13738903727109	77764.6280175498	4	0	53.7884936923735	2012
-1.7	45.7	581	0	-47.2575757575758	0.123028345509536	89546.5060497131	4	0	20.5714987414391	2012
-1.7	45.9	582	0	-39.4831460674157	0.0994328076250098	102330.062123351	3	0	10.5305348235559	2012
-1.7	46.1	583	0	-30.3913043478261	0.081387578226302	114343.748856381	3	1	13.6656031368887	2012
-1.7	46.3	584	0	-19.96	0.100536227325599	125595.472438876	3	1	6.21992490629484	2012
-1.7	46.5	585	0	-18.2083333333333	0.0401108539663255	123387.842575311	3	1	6.98066947222748	2012
-1.5	43.7	598	0	-78.1452991452991	1.08432863971107	6346.60335893478	3	0	56.9784622540038	2012
-1.5	43.9	599	0	-44.2589928057554	0.267802183107614	24234.4662124463	3	1	42.6302629179905	2012
-1.5	44.1	600	0	-58.1633986928105	0.237476683471328	40279.0832441978	2	1	15.3732342698815	2012
-1.5	44.3	601	0	-55.2844827586207	0.199891199558524	36393.4331472971	3	1	18.1315951022135	2012
-1.5	44.5	602	0	-51.416149068323	0.162687897821021	41163.7260691667	3	1	15.6039994973667	2012
-1.5	44.7	603	0	-50.9791666666667	0.229189491287495	38915.4342862553	2	1	18.1854391914882	2012
-1.5	44.9	604	0	-30.7870967741935	0.233591881178079	44436.8790458498	3	1	54.8600264319179	2012
-1.5	45.1	605	0	-38.9473684210526	0.112054154093034	53722.6487991338	4	1	36.1561891402343	2012
-1.5	45.3	606	0	-47.3900709219858	0.128408694600171	69444.6479650991	3	1	35.0267415869753	2012
-1.5	45.5	607	0	-36.8421052631579	0.110973613907062	84519.5483035411	3	1	22.8798281713535	2012
-1.5	45.7	608	0	-28.8853211009174	0.116624116846318	98057.8435384026	4	1	56.5997615100055	2012
-1.5	45.9	609	0	-25.8187919463087	0.0687142749060721	109940.022341778	3	1	20.3267187111372	2012
-1.5	46.1	610	0	-19.2635658914729	0.116145164453129	124143.064376055	3	1	17.9223437597206	2012
-1.3	43.9	626	0	-23	0.277473837137222	38721.8806102561	2.5	0.5	1.20811000396745	2012
-1.3	44.1	627	0	-25	0.171406261622906	47374.1253082423	2	1	8.74556405562378	2012
-1.3	44.3	628	0	-28.5975609756098	0.160850430498036	48408.3921907213	2	1	5.17869152151446	2012
-1.3	44.5	629	0	-29.6111111111111	0.185446040994591	53813.7377601615	2.5	1	23.3927922734322	2012
-1.3	44.7	630	0	-26.8196721311475	0.180720148394342	52246.141018077	2	1	17.4622111857983	2012
-1.3	44.9	631	0	-24.8258064516129	0.128886706177746	58628.1445444432	2	1	50.6973453537161	2012
-1.3	45.1	632	0	-24.7831325301205	0.0882799741419324	67851.7291968296	3	1	31.9900800371302	2012
